,User,Hub Score
12862,-VWX6LoOfVChKPAWhSIoPA,391
12863,4dsOC7pGiAyw_O_6TyNQDw,391
12864,hDPSQlWjnB9RXbOeiybMpA,391
12865,LFQQUKJ2f3IPU--NXd5BiA,391
12866,9bxwvamTD1PAwBufIk5-Iw,391
12867,V8UrwwjtUw_rw_Un2gjGVg,391
12868,UgMfMhngAxzArpySaOJLvw,391
12869,KXmaHhTZrMCMCSMYaviM3A,782
12870,c0w2EYHhT5VDtnSbL-mZWA,391
12871,fKeo41KhGYNMUS8x_ltySw,391
12872,Fq4EEfptLTZo-4EUzyVKIw,391
12873,mVEJb8hQQhY37E3jo0_uOQ,391
12874,hRUnF2kHdYb2juRoiDbKtw,391
12875,9BhyKZDYHLpuWwoXY_jESA,391
12876,z9B25fKtfrxzUws_OOHJSQ,1832
12877,pgpiZrsoMD9XbPcCOuM4Eg,391
12878,NXhQYXChIvzLbFlFCCj99w,391
12879,c_EvAltzhuZDam6Uq0RUyA,391
12880,SjHuml1jHSD7ZljrqLdDtQ,22
12881,ivWPc72-Y-XgeTn93c0tHg,22
12882,olaz1v2BDgN3iDodt46QRg,22
12883,9IpIdCUA0p2X6owFJTOEvw,22
12884,2iOqQGl4-F-XlRyAFDwIqw,22
12885,IFdsRlVYiBLlDfABGxSA8A,189
12886,cNyttqDP0gcLr-1UbQPQ6Q,189
12887,ka6rp3fERSxwk907Zq55wg,295
12888,3eQohX5deTMVOV-IePbcgA,189
12889,uwdHxpYqRPCvbF6hTX00DA,1791
12890,_A8zqn6q_vdcoXRKerCs_g,189
12891,Qp3dW-pfZTQZZnLKkSwXKQ,189
12892,nrOSSv_PD9Q7zh-IINLiuQ,189
12893,qJngCifi5ycUoEbI5OJaBA,189
12894,r5HivizTYsr0FlmjYpvkfw,189
12895,3ybsNICf9PepS6W_0112Pg,189
12896,5qOzTbuj06DCH6FvN1-TGg,189
12897,4FXbovgSEFZ5_9S5wddFIg,523
12898,GmFMv12HVmMtQesTXrOobw,189
12899,NpSoTtlzCCKKE4VHCD6YKQ,189
12900,Kgv3NwxW7z0I5nQulfkD5Q,189
12901,14MwjyfuzoQOdwXlnUgsKw,189
12902,URkYdCtvNnTRkUiGYeqWig,189
12903,vx5QhH_sPLiK9qnuq5IFfg,189
12904,qcV0cZwOxRrDA98r7M1G0w,189
12905,ilyLzOj829-fTm_LR0tftA,1630
12906,TP8tsZKeg5egfaHGxScUKQ,189
12907,jXpUnRZicTiP0e-3z46ugw,189
12908,c1jhXU4X4FdUZVD4wjq7pQ,189
12909,4rZb7p0-3FKi49uuyby2nA,1791
12910,v5dhXh4QjH5FMoWiXAkKVw,430
12911,NtvzN92j2BD22g6YczWYpQ,189
12912,7Eq95QyLtuW1I-0O8nBE9Q,189
12913,6xRbyU8N6vymNE1cMqs4MQ,560
12914,-bG5PXFCiHGA3cMtIPNS3g,706
12915,pUlLhlh1ztGecIACySepbQ,70
12916,QOgCpKb6zz3DdWhaRXHr3g,222
12917,pv5TtKHj96m0zB6VcNMGUQ,70
12918,cUbcoB7z7VqcK2X92Za4yg,70
12919,seXPss8YY-57dJh3Bq-MTA,70
12920,vRLvh3nfkKh_D0YnhgEl9Q,70
12921,rJbZH4Rw1Kfq2LBbaTWn9g,2108
12922,E8yCkRzKl-VUdDA3nlMKpA,70
12923,e-W6EaajtpRc-AWGFDLnyg,70
12924,epwSkv746euVXu2St3YjVQ,1045
12925,FkfofTIX801ggD6neC5V7Q,70
12926,mxmy2jaKJW7GQZJwTqyKwQ,97
12927,k7TkuV8vTMbT3JFiJ34Itw,70
12928,vw_rycYt7251T4XXqX-TjA,2108
12929,o__lOj0yCtqjX918ttMvSw,70
12930,giilrdNJpcGQao79lwracA,19
12931,-9RpHn8Z_wLtHgH-_FrotA,19
12932,QoGiojC0rVdBXL1xbqgOcw,38
12933,iIBDmfknhicrToZq8UPaRA,19
12934,2nhAS9ZS-ue6zev3joCFhA,19
12935,P634z8PVNOFzt0nP3SKHRw,19
12936,aKWTjMS_0sWT63p80PLrUA,19
12937,zCeOBu5PAOkhymVIVAU5pA,191
12938,zebELpeks1GUdEaWrfmLBw,116
12939,xYiXZNiPKIZWi9ndBI7xXg,116
12940,pPoFnLVy8rGnXVQy6j1pAA,388
12941,0NKMX1IBMl-li7gRGgRJmQ,2329
12942,ZjOXPMTuiaBz-H-5dQPNFA,116
12943,mGfLl--Odd3Ag8OGEAXgRQ,116
12944,vJvTAAtH-wHLnnyJlAs57A,116
12945,i6rt1CNzs8dnjSK45v6M5Q,116
12946,Mw7lhzHBerQ5sj03VU5Raw,116
12947,KQ8YWOCpX9F0VjnXZQqbeQ,1854
12948,k5is6blRjCGnGwonU6LMGw,116
12949,h1_L2JBbSbK2hgxign0tUQ,116
12950,E6YCymCrETRgYTtr2oVDdA,116
12951,3cr1UrHxUny3b7ZVkVJ_JQ,116
12952,ADK8ZlzGBkBsnz1544Buhw,116
12953,VBj81eJ5lzDw6qcant3SqA,116
12954,Kowz0RgOjX2pKaZB-pioXQ,116
12955,xvveph6o-8px1AOIlf6pEQ,2154
12956,uoVe4Z7uhMzVJS8L6FhQqw,116
12957,aOh7svmJ7blCLdd3dMdX_w,116
12958,IGBa_vT3oOejVraDIWyv4Q,116
12959,UYI4Je53sXCPst0gr5-pmQ,116
12960,WA6SWbzEbfH9nKL2us9UwA,203
12961,e2yQPhl-avPF4RyDwYO9aw,116
12962,tHIps3engj4_1H5njErcxw,283
12963,_RFvpcmkNuS1OP8on9FH8A,116
12964,EGhLs8-XlhYxiWIl2TDcEA,116
12965,RGA8OhGfsCZJ9_LcaSKq9g,116
12966,YnfOtk7aPAxD1JV0iqt2pg,354
12967,mXzzM1Y3eyQ9aBxrWXrlDw,29
12968,b_DvPojmg2VxcFmfWYVT1g,29
12969,ZHUUdS9pojdZrVFed6zb8Q,29
12970,uTCg2Qi4-SswmqPq-jvsKQ,29
12971,3E7TBlr7l5Ealf2E0Vwf8w,29
12972,ARz8fm1bAtmg606mBFdehQ,28
12973,7IDEmHWF2P2dkVTT5ESMxg,953
12974,1LzABy1YmC7I5oPZ0W8L-g,28
12975,nNhc2nSkLCV4sCXRGnvIjQ,28
12976,2GBlHVwV2w7hTCBS5_XlOw,59
12977,zvFzmi7k_abauI0rbU9fjQ,59
12978,lprHpwuvolWSYgjMDqTIhg,59
12979,8UwRN-b6B-izINqCcwuHeA,59
12980,FkDTLb-tcCKIQTqr-GmlKA,59
12981,6RPjFK4VccL3qL_G8sZRDQ,34
12982,DLRXkyeTfCCjagDH-fGCqg,34
12983,VMzJBMBPtGtsUESnD-KrsA,34
12984,J-aVKf-3jfYceZp923rAbw,34
12985,j-Iilhorc_zuLgBzMEGOug,285
12986,hvUqYJzZj1qq_wn1OPVwTQ,343
12987,gd6dVz4DexqkMx_YLcTHWQ,343
12988,_uVfbvqBZcAcSNG_BEISuw,513
12989,ybG7wWxqxNbqDlUs7vgSpQ,343
12990,hguydSeV2ywxvO8YudoTyA,343
12991,mLQopjcIQOVq54FgbhzGjg,343
12992,Qg1FMGriVRg91ckWxigHkA,343
12993,yu9Bz_Nlh6-RNjBh8QgYsw,343
12994,pgZiP4U2LyGA9-QkJh4KcQ,343
12995,hwMSMEwMnHxGlvY_qwHX7g,343
12996,w6wj3Eo3sn-XIzHcweKWzg,343
12997,9JbaemMT7_p89cKGijXM4Q,387
12998,rUdFyDJeDSSVAaRs7r2SZA,343
12999,TflwUrYu1hqATVkIIdwA_w,343
13000,8NDT-0PdUii1r39Hg8UPNg,343
13001,Xfa_T2yeW0ZNWxdvx9Fpnw,19
13002,O3TNkt7ofaUVnYJJS6n2jA,19
13003,NIbGV5Sp-tFp77lQ6SXHug,19
13004,tWVJ6fVYkEb12BqClU7R_g,19
13005,abcrm93qHLUxmRbDEE-SuQ,19
13006,hYaUj3oheNeRhx6xuPQnOA,19
13007,ZuJqATcmqJREPmthmnXyQA,1621
13008,KSR3n2ys6NV0jwVcSAG7lw,42
13009,GpbbeECtEH3QnryjS2w_3g,42
13010,m_szndomF4E0-dgWfmzaFg,42
13011,5Uck6SR5ufZJsLn49yHeWQ,42
13012,UfMF0JVcbYUVayAezbfnUQ,42
13013,GyC37XglXsgHXffBxQYBtw,42
13014,9eJn--usy7lw_kxEjxKpQA,1456
13015,3b3288pg-1HSa8wqqM-nYg,30
13016,trD2uBLkH0Q1LfxsvbYizQ,30
13017,J4_35XD_pMdRs3bj0ywnBQ,224
13018,DXU_vnti9GCWpkC3LmIFXg,224
13019,Po8FEbrggFvMrSx5ZhkQmw,224
13020,H4R0b1CahDIJkJwnm_GbKQ,224
13021,1pBywdbImj7Nw3xiR93ZgA,224
13022,c4gaNywUdIafQcwNYQMUiQ,224
13023,H5se6BYlppV-Nx7ierQ-dw,224
13024,_yebuwJPMM4-YJVniaZsvw,300
13025,LHCJwm452oY1xD9MfsBhww,224
13026,oVe6RZSIjZbrmK47ayaLAg,224
13027,BUBWfstMJMsR16fGzaA5lA,224
13028,RtamFqeI4SwWWDsvtAL0wA,224
13029,EDLK43cJAsr2OqL2ULPa2Q,841
13030,LYophYwj4Q1y2iPFvF-eag,224
13031,YrQ1UAgGzlAsGzh75Up5nw,224
13032,iY8EM-zohaQwM8YoJ-oH5w,224
13033,sk7ZAQnmd2SbVmmV4SmatA,224
13034,uOqiqK0M0KO_hJlLANJmWg,224
13035,C2V-nBB2xHRXqe2_WVwkHA,224
13036,vqwKsyxCXWJEM6pRPIBKlA,224
13037,tz2TgkfsNAao5n5zZUim9A,224
13038,B0TsZ16kUVVupxJIOc3Cpw,224
13039,ThIyLX7fjUkzK0hThelqaA,224
13040,P6K3_TL6---tV5Y8UCOGHg,224
13041,vqpiVu6nge0EMts7XyQSjg,224
13042,wjyylR6PxH8FTCi2lNRXDQ,224
13043,xsYbJWqHPzWFSk6RKwkjLQ,432
13044,DuYx9Ht90RMLaYU1vYvrIg,224
13045,Q_i3GGpMfgBwZXJ9guiNwQ,224
13046,MJ12Owtk8d0bRuznRqnPHQ,224
13047,UT8QymdF9Y6khJ3zgm7I-A,1639
13048,i9GQkGKFobj0-XzRCHvtWw,224
13049,XEUGq1ulkPm5AUhWRyDQig,224
13050,9jQdRMyzqDJ-OuQR8BXRJg,224
13051,hf0N5u7ykeP6LuRr84WBMA,224
13052,MrPtyi_uMMj1AiRn4XgD9Q,224
13053,4S7fepwqNHI-pzk0x-8gQg,448
13054,i_f1cmEi-VeluS10TFUfeg,224
13055,5R7vwWmkVvMFkhoYvn1tVA,224
13056,fEmqQuI6bCyCP_Qk6lOH0w,796
13057,hzfFhZEMU5hWysYhI7p2Gw,224
13058,vXugwIi8tGgNXmSS8XwOrA,224
13059,bYLGovbIqPLWCWBHvlbspg,224
13060,gH_qF582Mz4HnWpN8Ndtmg,224
13061,Ls7V8kTnVI8YKfSPZDNlnw,224
13062,U_J1WG9U7Nj9xaQTfB1ZDQ,224
13063,UAq2o3zqsciNfRIz3QfeFQ,224
13064,oVSTk121iS68zqyesq1vHA,224
13065,b0gYiSTRSABfHwctXfs01A,224
13066,AFaZ1Hn1aD4VmlVUtE3Veg,224
13067,EFsi1knXQaUf53LuAVaTNg,224
13068,pxUuPnRwR7AMkb50e0zTfg,1035
13069,PQjtDju8DqXZDcU89WJm0A,224
13070,wfesi6qiTYl7zpZDU_SrsQ,224
13071,tYOMqqpvu0kn-uSKImj6jQ,224
13072,48yx4GyzSaYn24Rcfne0Yg,224
13073,3TepA0WkZcXxiNV_AeqbLw,224
13074,GbVMfPLls8-pVLrC2u_IfQ,224
13075,dKiGhE8pD999ZojZ-O7t1A,224
13076,0Z_pHIC6njib9icUts11Ow,232
13077,JD6EOCmGlpHU4ScBrEacJA,224
13078,1RC7po0JJZ89cdy19h5dnA,224
13079,Hw7Tha0oy0KfF7yHGmm2Fg,224
13080,pwKR9UoBGBqR6DooeSqH9g,224
13081,HvC7d4ctNH4Rh129gjvKVQ,224
13082,LUTKr6Y2_JM1eEeOLRbv4g,224
13083,WxfCp4PmjcoULnAcrd6TNQ,224
13084,sAy-Veyw8-C67HIIcDCUdQ,224
13085,9BHdiczH-t-4WMv8xYLdZQ,224
13086,hzt1w15QlhJAryIFY47AwA,224
13087,BylfkcunA8xpHSIJWIANNw,967
13088,Btor-9X7IXkKJCDcVaKhog,224
13089,bpQxoVdPsSr-WuBuzRx64w,418
13090,8MkhIOrAUuF3_QKygM3Wzg,224
13091,cgqGD7kkGeMRi5u8C-6Bpg,224
13092,hc0mNIFfzz8etARFZ7khzw,224
13093,YOrldWGDyKD394ZtIPfheQ,2262
13094,nh68kN0l8hLq2wsOqr41tQ,42
13095,8znUg0vXTVj5Ejvdv6ZBKw,42
13096,wB545pUAHWjuqWpsRYcbWA,42
13097,0DN3GWbZG1BxxQEhkch-Aw,42
13098,q9bePlyTTjoQBw1hPpOzsw,42
13099,j2ENVks-1JtAzCW3Ye2LIw,42
13100,PhiR_fKKpDp5lXyWNTaxgA,303
13101,x8k_XBE_k6HE9kMv_neeVQ,42
13102,mLSGxzKslN_wtjWeHQ6BcA,42
13103,KECtbuBiXoX7TNP4aqJm2w,42
13104,E37NHiM4a9VpRA4UVAVHlA,42
13105,tcNwi3n1jQsZGw3vPzStTw,2278
13106,Fro27XrgBFT3ilHFXtVp9A,645
13107,Ebj2r1Pg-HN53Cxr2TKM2w,2742
13108,hNJpxYZJUWXRjMOIfB73kw,1711
13109,n0p8gy7KY5GhLR__rov3OA,645
13110,7sHFMKUiaPTDLhPw_xw79g,1131
13111,y-YzV5sgnrG2kefMV7_LJA,645
13112,kuSFOrOvSmQzxSn0u9KpIA,1290
13113,qQNTbbhryT0VtQfZ49aq0w,645
13114,52pOv2bmEvQ446LQZAhAAA,645
13115,cEIq7NGlUA1bQOWvr43aRg,645
13116,LQXozjd4XKyh5KsPmiSzfw,645
13117,CJEJvkShLuGc87XY0BNdBA,645
13118,kQ7gmKiupYZWLPP22zk7wA,645
13119,F36KMIppneo3eeSGC0taUA,2247
13120,fwZ8auZ0wLLqJOTJlSAmRQ,645
13121,hxaJpqGHJeNWFvoEUPAeqg,645
13122,lLY-kIWQUSctkAc5LJwfzw,645
13123,IGHLaeEjCOkcngbpfYHfBA,712
13124,x2m8-uTV_8vfwFsq9QYLkQ,645
13125,cJ-mBgGtRm-14Hp5Qd5zJA,645
13126,hnQ77m6I8dLuyudh2EOESw,645
13127,a9-yQMYzGkrcikNHcBruJw,645
13128,oLFUQ3nk4BYl0pT0mmsPmg,1189
13129,TOgxMz4boh235Bcl5f9kYw,645
13130,R43Zc3OjZFIFv6m6vxIYvA,645
13131,Ac03qS5-aYTow1DH4A6B5w,645
13132,Zoq4nhvdBSU_s1Rhypa96Q,645
13133,6hVmxqCisrX0txdDOTeezA,645
13134,iOUMCxX5ePBnTRw56TWnng,645
13135,lYbge1C5RbYRqmJA67YtFg,645
13136,5KPAC_YxeR5xqGauqOnLpA,928
13137,PXmFXLwaX-HNTI37_6ZJGA,645
13138,wJIO97oTGwAtetq3YpGOeQ,1674
13139,sCjVxDpAX-9p0Odh6wq4Mw,1080
13140,UgspNu2kTerwDfDVwV9r7g,645
13141,B_NKkA82uYnTWM8xhu6n-g,645
13142,Qwjiitpj9EBS_DDag5qeJQ,645
13143,G0itGJB9t7OaLyQuiUTnnw,645
13144,6kX7BnvfZYpZI0q2FtRriQ,645
13145,J5HirJFQ_nRokprBqXE2_A,645
13146,Pidb1KOCjUAETkcxIOVMuw,645
13147,BH2Tkn1v-f0PROlWGo_YUQ,645
13148,rW38pv0hyGBgHGSiez9Gnw,645
13149,E812xZqQhFFXnVh456Et4w,1352
13150,ThQWyDYqbwxTf1GD4Mt65g,645
13151,pfRyZXu9xDC7Zv_q8gOKfw,871
13152,J6SRv9scJmaGOWnGsgmECQ,645
13153,FUcUC_mpOeZHaZf3whxR9A,645
13154,IZfuot3KrLj-CleYShkYPA,2086
13155,19i1UgVXHq4vnjkYCWEqZQ,645
13156,HWUFEr4sNpKYJq2wY48YTg,2683
13157,ldZTNuURSuS-tZPpYhDYAQ,645
13158,wlHvgow0qbDvk7uIqaa5zA,645
13159,cURUwLAand5M8tGMM8hTrw,1043
13160,RlfM67CZ4NSHsa2sJ9AYIQ,645
13161,o9q1di8n-cnFWYJ8umyCpg,334
13162,EEea2ps3ih22yxaKMrZrlQ,334
13163,4Hrt8d7w-6b_y5Nkn3F6jw,334
13164,0ixVyNRYa0pqjwwvMwZKng,1077
13165,Qb-DRwSqQx2rCMHLevtoEA,334
13166,IUmnMT9Zz9qRr194wZ4h9Q,334
13167,S3G890ZxX6_rsdIQ1veQnA,334
13168,j61B4iiCAERldqRTbRGPBQ,334
13169,Yofg0sXWJXBfzmXcC6jsRg,334
13170,H-lzXW2rO4FXvvXdhutVAA,334
13171,jaCjvlEh1YCtzxpcoAJ_LQ,1149
13172,6xYPy_4TJVp095A0YiR8mg,1935
13173,o6E-osQZJku2UGMujLaRAQ,27
13174,oaAZExCXxsuhbFhhGyQqHA,27
13175,69GvMy10fyl9eL5LmuETEA,27
13176,Nb1Rk0sGV0ysVdm3Kbax1A,27
13177,W5-YDzxmqTgjMjvZOPVS-Q,27
13178,6VSyTiGoUYtmtrdaqGC50Q,102
13179,7j7u-dJzwGSYv3VjfDT2RQ,83
13180,Bw45UIo4hL_25leLPhddiQ,83
13181,06pm1shMCmR7UOVjnHALGg,83
13182,sjhJOVg5SJ9g2xhATwrKcQ,83
13183,V2yAF7yTGos5RBzv8WQWiw,83
13184,M2NC1m1IN4_9iZhqNbqsUQ,83
13185,XvyxtZ4RB3Fuyrn9GSnP-g,83
13186,7S5ouEGAMFpCOs8NBgPuJQ,83
13187,lTIjbU_rIckx5f6Q0kI2rg,2121
13188,NlOdH8Pxkiu8UtMJ-8NIhg,83
13189,2nK15hyiPWp-mWxEgyUmnQ,83
13190,Vh3tyAVMiH_jReTNTsnqJw,83
13191,_n51DgppnG3WSCFYKpIDsg,83
13192,gGkLQC5vvfNkkriu2Jwfng,164
13193,WbpewSfz6eHRaLshJ0v_jQ,83
13194,J8w3K0RqUbDG_xta8CuaUg,2121
13195,5y4KXpvAhmbmBKLHmMqEmw,83
13196,Wyx_p5vejamTdU1ac9aJkw,83
13197,YhGny_ZJR4NBANgyn7CTwQ,83
13198,XTeLfnhfjNpEw3O7eg4-tg,83
13199,AI8WDkW2uPEstg32ivptxw,83
13200,Fp_80CFDu5RyaPWA_dy1Hw,83
13201,WqPssDzFR_lxqyWF2nW-KA,208
13202,nQvWGd61B8VjesgugXBekg,2340
13203,svKmHsI4GuCg36v18NnMIw,208
13204,LO5cNauEOJhFxAE7Eh0Dqw,208
13205,m0TtBLjQb07FbioTE4Zw5Q,429
13206,QXpJSODXXTKYUl2lLlmTOA,208
13207,1V37nOzbDkqz--U-VVhvMw,929
13208,Szy87ObUal1aSVHizFiSpg,208
13209,mIuut5gOBuSvhEFkq_E4VQ,249
13210,wo0TmRWbCyBfOMjdXy8TZg,208
13211,FRdpFyUrCu3yScPAgiPMTA,208
13212,fglNwM1530wcovA3HXpnEg,416
13213,e-07IowdruuDRh1YlNu4Kg,208
13214,HTGbtT8IZmkveJUH_MEoFA,208
13215,qbqFCFPEFtRZL5JUX_DsUQ,208
13216,YqbgzqIf_q1AS6Y12Krorg,208
13217,xugvqLfr3ipk3NSvuYRIDQ,208
13218,-9szpEKkLv1GFPIaRDIIAQ,208
13219,jKLxKdSMEGFIJoDnRoudAQ,208
13220,DjvVphA_Tf4n47wmTpWjKw,208
13221,NgMlV4lLLOdc6uYy7RJuFg,208
13222,38MjLk64CKSbSw80_jETCA,208
13223,h_4IubrNLfjctaKaoE_y5w,208
13224,cxpNJyjcaAKbQdOlNf3KHw,208
13225,cX5kbIU7qoDSzS1DGe3Bng,208
13226,Ca07dMniDXtsxaIWOcXpEw,208
13227,tdGc0eTHboCR7AaFYYDXcw,208
13228,P6f7ThB127GpLrRrNVoWVw,208
13229,azLCqGJqwRDMDVL58Tihcw,410
13230,noZLeP2LtpDo2WMz2WNb6Q,1871
13231,VERStgey-XqPPybQJMz8aA,208
13232,UFnpUDPOUO2GVnhUAadDxw,208
13233,P9MrbFywz-DjIg0qAqgQBQ,208
13234,yX-fFMag6QyrN0FxGVLMXQ,208
13235,4TgtTzmk6etWuzAWF6kNOQ,208
13236,NB8vFjlkS-zoP42T0ppJ_w,208
13237,2WcR6DWAXN0hUHJizORZhw,208
13238,dPpYY0QViasu2dUj7aM-Ow,2246
13239,s1wNPiRGnb4nmaLdN2UCWw,569
13240,xhucZ0fz3OEXlcSe2plW1A,298
13241,Gmg-hgkAq1duAhfc0WwFqQ,99
13242,BomENmcYtVt3NT76nqrzpw,99
13243,Zo9Ac68sqcqSFiyUmsFfAg,16
13244,Am-1fQatmhtldNNTipSuWg,16
13245,CxKBt1mz3I6reSeflZ1Cgg,16
13246,i4NktcFCtgfN9bvInU70vw,16
13247,ozgSjHaqcIs36SEL4GgdoA,16
13248,ybUlQpvFrGtjCWyU5A9o9Q,31
13249,toJM-98WvA48pWOAFz5VaA,31
13250,9OhA3FL8hBH_64lEgVhuiw,31
13251,oshLxA-o-SFZuyggUOQHwA,31
13252,G7fLspJHBlptY7ncg4FCrg,7
13253,opRnma7biNm1dPIhxRnGZw,7
13254,Y404RWCVvaWMKJpaNmcCzg,7
13255,TIIcFvsMVvDwJwkrwx93oQ,7
13256,J9Nwi-13cMqQync-I0Dqyw,7
13257,vCCAqxIROBNfnIgTWi4tjA,26
13258,FFBJNBEX2tDnzwWlbOuYMg,13
13259,PCb3G-u_pLpOujp1_g27Pg,13
13260,fCVyXHu52GjemXDlLC8Z6g,13
13261,pT22H5IR9KRFiagcQS4-Qg,13
13262,LOcK8tLZTwzpc3Zach_3vQ,449
13263,Ygt3vIqZjcmgKhYxylWWZA,449
13264,Hs3bax6W4EJCtOJgCOr3VQ,449
13265,_MuP2JFw7QSLIuvhcYVqbw,483
13266,bTjZ0Av_PstO8Fi1jEBrcA,449
13267,9M-o7NLDCjJhmf7th_Q-bA,449
13268,qFBMRzY2zr9lIZwOj2SkXQ,449
13269,iUd_yXFMYjiofp8jCIYkCQ,449
13270,OfqEC5rXSrFgBBcqcJw62A,449
13271,gTpXfSwLHPp5mVsPIWpbRQ,712
13272,JIW0NkcrwAeIHMy9DikNzA,449
13273,VdTJiUDpKXJwXGTW2WJogg,449
13274,6-NP1orkLCa-153O82p2cA,449
13275,rCEwBt_O09le1rjnmYrfHQ,449
13276,P3x4hp9x-jLevOzg9LaYhA,2967
13277,Tmb9eSS9zzHnpfrqFZUfpg,449
13278,z0bcSvMoz22GDc-wj4V9PA,449
13279,DEfS-fZFjFWHYQrN4JFK4g,449
13280,-IMWDKtoGroQOJZOUqXOzQ,449
13281,4BUxNeS-OYrpTzkp4p3HjQ,714
13282,Ssg4lxiWPAzuTcku4VtIWw,449
13283,W8bWEkc1G_M-8KvhPRRfBg,779
13284,FO0EaA89pmDIFbvTirrSdQ,502
13285,o8ZT51p9uvQxHTUjnElPUQ,449
13286,xpdFMEr8Wl8wSnA31L0Cug,871
13287,2RzZKZJpoTDppKXcpQU2qA,563
13288,bYbRV1kHiCTAbKqdEWsdew,449
13289,j9izNbOVvCpW6cZct5CNXQ,449
13290,D0O4RYN5VIbiRSF098qiWg,898
13291,iDZCDoyg31MT4WtETqgvkw,449
13292,Gqn57_R4dYkdqLbJOI6DvQ,449
13293,VbzFtLneRrGBsBMZ6h2MHQ,449
13294,S_hZNZWFHR4qj47ohG_2LA,801
13295,R1xmdGapOvWGEZl4UfucmA,524
13296,aCu2NgCuQ3YQxvx6rLwy2A,1864
13297,Ulud4CunAOXhZQarEnq7Fw,449
13298,laSskWgmwwV2KHEepQnXPw,844
13299,EkzDqfkeaGo547fM1yRNeQ,655
13300,yLhr23Kx9o-ExtRWEUrxSQ,449
13301,JNpi7M-STv_KPso7oGl1LQ,449
13302,djszAIl4y48knfk2ejTTwQ,449
13303,dMqwcr3t6btLc4sVj4geKA,449
13304,iMEfs2Hns8F-gKeWGZK-jQ,449
13305,x_d6tl195622pl8NZPIy0w,449
13306,HtDCsDOvuU3gkVgf0xLhOg,449
13307,ayCn5jwDUbAbGfQdokfEqA,449
13308,bCAhqa6yFTwOKFHRuhNO2A,449
13309,bbJHEljHIowcM3k4f5Pi4Q,449
13310,BfNkWDnwJ4xNl7uYjA4cXw,923
13311,83VUe_dnFFYnIjdzTTyEmg,449
13312,OesqnWps1MtezJDRrLE28w,449
13313,dEArBmbdAfRpp693YqXxcQ,937
13314,t5p07_u3G4GPPxnMUBjEXA,4148
13315,KiAwz2DF6ovXs-EXJEApxA,580
13316,BE2FCrXsS7GjrB6_NX1gZw,449
13317,rOr5Kp2fVdg2WDa-OGZGcw,449
13318,JFhhys3DGjAOJd3Q7JnSaA,449
13319,XMeKt-T2Mud7VwbAsJtdsw,449
13320,LusckQ417_KZNxxttjlgBg,449
13321,wU1vODyBOjiZjGUiXzug8w,449
13322,J9WCSH1baxu1rJdJKhnWhA,449
13323,2sblUWj-krE5ApvxYflpkw,449
13324,yloBng7i721gfLYu894FgA,72
13325,-CAluxaarDrymsrn0-KCRQ,36
13326,5jznLpRD8Ak3K5DuNFvgWQ,36
13327,yDayc8AVsYahpKPPZYP2tg,36
13328,pAuUqq0G_u96kZIxcz_JcQ,36
13329,VALRJkBgiHNbv6bOKy4-rw,36
13330,d--x5hWoe_107NBUYTayMg,36
13331,wQ8D3abRHqhG7vXsplVaSQ,39
13332,P_HW70cgyqxoN5fyuUekNQ,39
13333,FmaiNcfbkySW7Ly9zKHqZA,39
13334,EB2kI_2XQLSM31AEdHnlTg,78
13335,inBRqTo5Bi_KKH84AkkzvA,39
13336,f5kC9asXy9dr--3LDAhjPQ,39
13337,VkCeDeeKJfKXbp0TeV3nCQ,492
13338,uT5bpu0axqZj80bgg8mLRQ,70
13339,dO4eNHe5FQpmC5-PqK6EyA,70
13340,BlhBeUQZfTkFrQfxEnaYEg,70
13341,1gra4op_c3-iBwzuiZpHiQ,70
13342,ib2Aj7nRIeQwzLCysTqekQ,70
13343,l9EgKFdxW79HnFSxdpasQg,351
13344,V-1OBabEVNjkh_KWHtmMGQ,351
13345,1Db8GcqILXVoICd1vcYKjA,351
13346,mazFGBij1vjywdV-4tDk5A,1404
13347,vw_YZCoAcAqfmxrSYcYi2w,351
13348,9TEEaRksOpjlDpTDCgDUSg,351
13349,T9fR1MTqBCLKoMQiBmmlig,351
13350,vK51t0v_xGKL17_hsBRgbw,351
13351,61crF8KdmUuMBPd-KpTp9w,351
13352,u5pgkTHEcCJNPs32sGwzaQ,351
13353,J6X4SwSwk-vH7PxI8VeRdQ,351
13354,_odgqQMBy4TTnYkWiCK0iw,351
13355,KUwP_Ma7lpIVPJs9pIGIqw,351
13356,9Q2PUpi-lzTddcvlOaQxUg,1053
13357,H08i3CO4Sfs52xJD7WhLxg,351
13358,rtmSr-pb_xT7PxHjTVn5iw,351
13359,uDJ7pKvN6-88X8dFJhaYYA,351
13360,GpxkFJCaXkixnNiUbo-VVg,351
13361,W3UaxVcSgKscYl322k3M3Q,351
13362,VMWmR4PdQS3ctt0jnoAfCg,351
13363,WIPHC_FENkUaZ7m_OycWow,351
13364,drP3I-jUsFxFp63Zz019FQ,351
13365,raV9oEUZfigy90eIdRRQow,351
13366,E7mcHX2y2MfVrJzt_GVcHg,351
13367,mE9idPPHZYNjjgVSrEo7sQ,351
13368,Ko2GQP3_Dyb5iH9uC53CRw,351
13369,N6VyFiamH6e7VNAqN46D_Q,351
13370,BPmKTQyYt_IOirWqJUd6QQ,351
13371,hKi1bTw7GNkyLOQ_BCgxog,702
13372,Z_R9fBaVeyT9QqREvrKOgw,351
13373,khcxLpQmtWD4xHzhtG5S0Q,351
